budget,evidence_block,arm,method,sources,planned,valid,missing,empty_observations,expected_coverage,all_arm_budgets_matched,MAE2,MAE2_MCSE,ProfileMAE,ProfileMAE_MCSE,valid_fraction,valid_fraction_MCSE
0.5,surrogate,S2,plugin,8,24,24,0,0,0.5004792023148898,True,0.026999325721181064,0.0008428594270404429,0.02135577335916887,0.0006462260289875942,1.0,0.0
0.5,surrogate,S2,primary_corrector,8,24,24,0,0,0.5004792023148898,True,0.008035092835843138,0.001116477765888518,0.005157793065799564,0.0007257851268166935,1.0,0.0
0.5,surrogate,S2,median,8,24,24,0,0,0.5004792023148898,True,0.3153450555004878,0.0,0.2477381004240897,0.0,1.0,0.0
0.5,surrogate,S2,extratrees_pooled,8,24,24,0,0,0.5004792023148898,True,0.05025433570597178,0.025127789677693697,0.047447047104944136,0.01251941485022777,1.0,0.0
0.5,surrogate,S2,extratrees_real_only,8,24,24,0,0,0.5004792023148898,True,0.11950262417274747,0.0006982136314700309,0.11797580142880673,0.0004558235581004016,1.0,0.0
0.5,surrogate,S2,qwen_thinking,8,72,72,0,0,0.5004792023148898,True,0.0332282667872421,0.004932373725540399,0.02635220776246244,0.0038456738702591173,1.0,0.0
0.5,surrogate,S2,qwen_nonthinking,8,72,70,0,0,0.5004792023148898,True,0.2702127894536523,0.022885906138551147,0.22342894602129348,0.017940515523412835,0.9722222222222222,0.027777777777777776
0.5,surrogate,H,plugin,8,18,18,0,0,0.46631531055242315,False,0.102549886931598,0.0010375580803295918,0.17529797271100578,0.000515625548916621,1.0,0.0
0.5,surrogate,H,primary_corrector,8,18,18,0,0,0.46631531055242315,False,0.12410639465945975,0.00018990271964019939,0.10382626376468226,0.00027947275832468897,1.0,0.0
0.5,surrogate,H,median,8,18,18,0,0,0.46631531055242315,False,0.3153450555004878,5.485677294651096e-18,0.24773810042408972,2.5287722848198975e-18,1.0,0.0
0.5,surrogate,H,extratrees_pooled,8,18,18,0,0,0.46631531055242315,False,0.057594217596391384,0.000470036271146503,0.06486794593336812,0.0009033453825843486,1.0,0.0
