stratum_group,cap,budget_fraction,graphs,dyad_coverage,dyad_coverage_between_graph_se,saturated,saturated_between_graph_se,target_unreachable,target_unreachable_between_graph_se,expected_plugin_bias_2,expected_plugin_bias_2_between_graph_se,expected_midpoint_bias_2,expected_midpoint_bias_2_between_graph_se,sd_plugin_2,sd_plugin_2_between_graph_se,share_J_lt_K,share_J_lt_K_between_graph_se,MAE2_plugin_mc,MAE2_plugin_mc_between_graph_se,MAE2_midpoint_mc,MAE2_midpoint_mc_between_graph_se,coverage_truth_2_mc,coverage_truth_2_mc_between_graph_se,width_2_mc,width_2_mc_between_graph_se
synthetic,1,0.5,8,0.8825095655558632,0.0769170101867389,0.75,0.16366341767699427,0.75,0.16366341767699427,-0.49721081744844153,0.11505140121500991,-0.04995967647684202,0.10398505247361388,0.0,0.0,0.49721081744844153,0.11505140121500991,0.49721081744844153,0.11505140121500991,0.2517974655908259,0.04604042675535436,1.0,0.0,0.8946528447193804,0.02512367538962765
synthetic,10,0.01,8,0.010291636741700399,0.00010691316792381256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07358842834708697,0.011609877438835944,0.027727874009141833,0.011789348314814128,0.060855071499261136,0.009675130728640985,0.060855071499261136,0.009675130728640985,0.0,0.0,0.0,0.0
synthetic,10,0.02,8,0.020596131777636476,0.00024931707590694293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051754965383008084,0.00817703799615093,0.027727874009141833,0.011789348314814128,0.04214385575936738,0.00724711254363115,0.04214385575936738,0.00724711254363115,0.0,0.0,0.0,0.0
synthetic,10,0.05,8,0.05147175020054124,0.0005342838149042426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03220869708013126,0.0050813092148609615,0.027727874009141833,0.011789348314814128,0.02691992089419229,0.004489071355943618,0.02691992089419229,0.004489071355943618,0.0,0.0,0.0,0.0
synthetic,10,0.1,8,0.10296846003826213,0.0011617425551850031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02213687164325997,0.0034883735837127334,0.027727874009141833,0.011789348314814128,0.0201323443270082,0.003320596024403328,0.0201323443270082,0.003320596024403328,0.0,0.0,0.0,0.0
synthetic,10,0.2,8,0.2058623246256187,0.002247755215923323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01472319970510827,0.0023167593066851697,0.027727874009141833,0.011789348314814128,0.011041777811955079,0.0019231834149827855,0.011041777811955079,0.0019231834149827855,0.00625,0.00625,0.0,0.0
synthetic,10,0.3,8,0.3088674415553765,0.003395793738819135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011204433865817404,0.0017593794631967443,0.027727874009141833,0.011789348314814128,0.009240815437378706,0.0014863660451194527,0.009240815437378706,0.0014863660451194527,0.0,0.0,0.0,0.0
synthetic,10,0.5,8,0.514768916482562,0.005679265264788909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007253511269823088,0.0011313687569675314,0.027727874009141833,0.011789348314814128,0.004852798809841021,0.0008092734786945838,0.004852798809841021,0.0008092734786945838,0.0,0.0,0.0,0.0
synthetic,2,0.01,8,0.021545080360395426,0.0032889734891547273,0.0,0.0,0.0,0.0,-0.26262417024283613,0.06566242238852633,-0.07165219706064983,0.035414272765946504,0.04886262126567645,0.006675611750487357,0.4052739113951382,0.10719794045411399,0.26990364291691604,0.06461876752042399,0.09662427097196584,0.02866663238662917,0.73125,0.13885292193026197,0.38144001437448954,0.08583712119433241
synthetic,2,0.02,8,0.04309265413086208,0.006630105787749185,0.0,0.0,0.0,0.0,-0.26262417024283613,0.06566242238852633,-0.07165219706064983,0.035414272765946504,0.03412555007898213,0.004615776048646412,0.4052739113951382,0.10719794045411399,0.2685570966677048,0.06489831291063901,0.09476263568187737,0.027947977001120172,0.79375,0.1357642060443663,0.385388413827897,0.0857293677771935
