stratum,budget,arm,method,graphs,n_evaluable,MAE2,MAE2_se,ProfileMAE,signed_rho2,fallback_count,fallback_rate,valid_profile_rate,n_planned,validity
surrogate,0.1,B,shared_mle,8,24,0.15936150331627744,0.04416658415558806,0.14736800843061992,-0.0549708002779012,6,0.25,,,
surrogate,0.1,B,extratrees,8,24,0.10671385067312655,0.023341979311929023,0.11531923899887953,-0.04001669162137234,,,1.0,,
surrogate,0.1,B,qwen_thinking,8,72,0.3061923330298828,0.026121093471318815,0.2577064235409433,-0.1680426748439183,,,,72,1.0
surrogate,0.1,B,qwen_nonthinking,8,72,0.3032003333396961,0.054557209036094456,0.3120933358598742,0.26015900943702874,,,,72,1.0
surrogate,0.2,R,plugin,8,24,0.007018849412532426,0.001708631130927268,0.007569312013582387,-0.0010714518507553895,,,,,
surrogate,0.2,R,shared_mle,8,24,0.025914814708615456,0.007113767335749112,0.024674626291770828,0.023337794479119947,0,0.0,,,
surrogate,0.2,R,extratrees,8,24,0.026796542734646423,0.005670272438654073,0.03068915299851739,-0.019954095267874703,,,0.875,,
surrogate,0.2,R,qwen_thinking,8,72,0.009423819699940477,0.00176281910029787,0.00894851651293652,-0.0031950947870904934,,,,72,1.0
surrogate,0.2,R,qwen_nonthinking,8,72,0.24077969026536755,0.03668078365437428,0.2018704820268502,0.23746456499258428,,,,72,1.0
surrogate,0.2,S1,plugin,8,24,0.0487638106903977,0.01811809520428708,0.03834103980025548,0.04479558715635286,,,,,
surrogate,0.2,S1,shared_mle,8,24,0.07234938336614619,0.022759137331491024,0.050942110736996074,0.07234938336614619,1,0.041666666666666664,,,
