source,stratum,arm,method,MAE_2,ProfileMAE,signed_rho_2,validity,not_correctable_at_this_budget
sp_highschool2013,real,S_obs,qwen_thinking,0.11387422764600282,0.09044108025858447,0.025119951185974567,1.0,False
sp_hospital,real,B,et,0.0863288397050709,0.05441395398711988,0.0863288397050709,1.0,False
sp_hospital,real,B,median,0.15500095930926444,0.056060465676110977,-0.15500095930926444,1.0,False
sp_hospital,real,B,mle,0.10534335072868573,0.059096886514320546,-0.10534335072868573,1.0,False
sp_hospital,real,B,plugin,0.2861876758053128,0.1239317962682629,-0.2861876758053128,1.0,False
sp_hospital,real,B,qwen_nonthinking,0.5123171397912399,0.6349146912496342,0.5123171397912399,1.0,False
sp_hospital,real,B,qwen_thinking,0.3081334220699009,0.15858284162168135,0.06297564046058396,1.0,False
sp_hospital,real,H,et,0.04978318020651307,0.047135656346570465,0.04978318020651307,1.0,False
sp_hospital,real,H,median,0.15500095930926444,0.056060465676110977,-0.15500095930926444,1.0,False
sp_hospital,real,H,mle,0.0957498783775411,0.0721124701731546,0.0957498783775411,1.0,False
sp_hospital,real,H,plugin,0.06868371570075622,0.04619076728848146,-0.06868371570075622,1.0,False
sp_hospital,real,H,qwen_nonthinking,0.21487269534679546,0.18491732513901082,0.21487269534679546,1.0,False
sp_hospital,real,H,qwen_thinking,0.2015802126621793,0.12598328878784484,0.09666825090235101,1.0,False
sp_hospital,real,R,et,0.08422284943002828,0.05416875759520464,-0.039315109515620915,1.0,False
sp_hospital,real,R,median,0.15500095930926444,0.056060465676110977,-0.15500095930926444,1.0,False
sp_hospital,real,R,mle,0.08332395931022814,0.05034228992423293,-0.03966573106439789,1.0,False
sp_hospital,real,R,plugin,0.07778894763091425,0.050943847311274874,-0.035916145442045334,1.0,False
sp_hospital,real,R,qwen_nonthinking,0.40531713979123984,0.3595535801385231,0.40531713979123984,1.0,False
sp_hospital,real,R,qwen_thinking,0.07694538357734684,0.04903791092392518,-0.035080584915814776,1.0,False
sp_hospital,real,S,design,0.18983664230660757,0.06703456555148754,0.18983664230660757,1.0,False
sp_hospital,real,S,et,0.012715596262896386,0.06642270429708654,-0.012715596262896386,1.0,False
sp_hospital,real,S,median,0.15500095930926444,0.056060465676110977,-0.15500095930926444,1.0,False
sp_hospital,real,S,mle,0.15634157146732544,0.06956938383042753,0.15634157146732544,1.0,False
sp_hospital,real,S,plugin,0.33948990462153894,0.2073848033293353,0.33948990462153894,1.0,False
sp_hospital,real,S,qwen_nonthinking,0.4816504731245732,0.48262858013852317,0.4816504731245732,1.0,False
sp_hospital,real,S,qwen_thinking,0.23687333892457327,0.11852889334866114,0.23687333892457327,1.0,False
sp_hospital,real,S_obs,design,0.15519874741990333,0.0511976200710846,0.15519874741990333,1.0,False
sp_hospital,real,S_obs,et,0.024579858754460393,0.08144109875931414,-0.024579858754460393,1.0,False
sp_hospital,real,S_obs,median,0.15500095930926444,0.056060465676110977,-0.15500095930926444,1.0,False
sp_hospital,real,S_obs,mle,0.12696540881628196,0.05309811679896517,0.12696540881628196,1.0,False
sp_hospital,real,S_obs,plugin,0.33948990462153894,0.2073848033293353,0.33948990462153894,1.0,False
sp_hospital,real,S_obs,qwen_nonthinking,0.5040282509023509,0.567692469027412,0.5040282509023509,1.0,False
sp_hospital,real,S_obs,qwen_thinking,0.20994472904679545,0.08968390960901618,0.20994472904679545,1.0,False
sp_workplace,real,B,et,0.1666049201429538,0.0666119254054507,0.1666049201429538,1.0,False
sp_workplace,real,B,median,0.12871822136857708,0.049200840261684,0.12871822136857708,1.0,False
sp_workplace,real,B,mle,0.039328073367266715,0.03134339371976744,-0.039328073367266715,1.0,False
sp_workplace,real,B,plugin,0.14587968555974026,0.06983803878147644,-0.14587968555974026,1.0,False
sp_workplace,real,B,qwen_nonthinking,0.5611239536213799,0.5333700475744814,0.49665143243383775,1.0,False
sp_workplace,real,B,qwen_thinking,0.2799162605937711,0.1572793639837779,0.1136158768782821,1.0,False
sp_workplace,real,H,et,0.029440240904751242,0.01420645884698774,0.029440240904751242,1.0,False
sp_workplace,real,H,median,0.12871822136857708,0.049200840261684,0.12871822136857708,1.0,False
sp_workplace,real,H,mle,0.061192276306827144,0.0376750370738987,0.061192276306827144,1.0,False
sp_workplace,real,H,plugin,0.08769899695389581,0.06322095887815575,-0.08769899695389581,1.0,False
sp_workplace,real,H,qwen_nonthinking,0.3300701918577445,0.195737664430926,-0.1212374564550512,1.0,False
sp_workplace,real,H,qwen_thinking,0.10985908074663339,0.06525030286486767,-0.022715234232828993,1.0,False
sp_workplace,real,R,et,0.02646006515077437,0.013566825331754587,0.007383565189986989,1.0,False
sp_workplace,real,R,median,0.12871822136857708,0.049200840261684,0.12871822136857708,1.0,False
sp_workplace,real,R,mle,0.040984426482597126,0.016977482662328156,0.040984426482597126,1.0,False
