target,substrate,strategy,n,budget,coverage,estimator,mae,r2,spearman,n_rows
mean_span_frac,ba,recency_biased,2000,800,0.062252760729792876,xgb_noplugin,0.017810076332676592,0.6314005047546443,0.7651666731807989,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,mean_floor,0.12220349988170787,-0.04808260667134112,-0.28145084976176626,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,plugin,0.2603339679891831,-3.158077820289619,0.9142747546208069,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,plugin_cond,0.15320616379380686,-0.45220436181039925,0.9422029341507467,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,mle,0.07097340054216732,0.6432457953989414,0.9401664043140782,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,ridge_full,0.02953383403249953,0.935046626391395,0.9586672745438806,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,ridge_noplugin,0.049963241125881054,0.7979108361440215,0.8792898928218986,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,xgb_full,0.0354241864101662,0.9021011345279112,0.9408667580633822,192
rho_headline,ba,recency_biased,2000,1600,0.11704855022545085,xgb_noplugin,0.056337566402948104,0.7492449508822363,0.8536226910072067,192
mean_span_frac,ba,recency_biased,2000,1600,0.11704855022545085,mean_floor,0.03239436048021969,-0.04731846921087213,-0.2780514529694535,192
mean_span_frac,ba,recency_biased,2000,1600,0.11704855022545085,plugin,0.07144411316684411,-3.430871953364486,0.9171810915477469,192
mean_span_frac,ba,recency_biased,2000,1600,0.11704855022545085,mle,0.02064963341239279,0.5597160468573611,0.9126267432035362,192
mean_span_frac,ba,recency_biased,2000,1600,0.11704855022545085,ridge_full,0.007887983780991191,0.9347820512009469,0.9583336170045795,192
mean_span_frac,ba,recency_biased,2000,1600,0.11704855022545085,ridge_noplugin,0.013376074782399846,0.7952202394588144,0.8760470015637503,192
mean_span_frac,ba,recency_biased,2000,1600,0.11704855022545085,xgb_full,0.009370819359343396,0.901068675897305,0.9417053827289987,192
mean_span_frac,ba,recency_biased,2000,1600,0.11704855022545085,xgb_noplugin,0.014895938726611135,0.7525979671488456,0.8488385509243861,192
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,mean_floor,0.12220349988170787,-0.04808260667134112,-0.28145084976176626,192
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,plugin,0.24336312818971792,-2.6478487347072184,0.9620880217507285,192
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,plugin_cond,0.13245543250210087,-0.10660886921912183,0.9697800266022201,192
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,mle,0.04909120984046603,0.8203068895423239,0.9707886512993917,192
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,ridge_full,0.021573459624141516,0.9642286296059442,0.9737104660937042,192
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,ridge_noplugin,0.04243185875554816,0.8655945943713345,0.9184639169445995,192
rho_headline,ba,recency_biased,2000,3200,0.20853164662658644,xgb_full,0.02863463816000771,0.9376916027340823,0.9592675777575697,192
