graph_id,stratum,arm,method,hidden_MAE_2,hidden_ProfileMAE,hidden_validity,released_MAE_2,released_ProfileMAE,released_validity,delta_MAE_2,delta_ProfileMAE
copenhagen_bluetooth,real,R,median,0.15679934307552423,0.0900406131195264,1.0,0.15679934307552423,0.0900406131195264,1.0,0.0,0.0
copenhagen_bluetooth,real,R,mle,0.009611168750892962,0.008305369463413873,1.0,0.009611168750892962,0.008305369463413873,1.0,0.0,0.0
copenhagen_bluetooth,real,R,plugin,0.012104810860067983,0.007234481232050542,1.0,0.012104810860067983,0.007234481232050542,1.0,0.0,0.0
copenhagen_bluetooth,real,R,qwen_nonthinking,0.47977431158053563,0.5021026688042247,1.0,0.5312298671360912,0.6677110021375581,1.0,0.05145555555555559,0.16560833333333336
copenhagen_bluetooth,real,R,qwen_thinking,0.012106604946929075,0.007676398081498725,1.0,0.012098673917599216,0.007232819900247281,1.0,-7.931029329858938e-06,-0.00044357818125144444
copenhagen_bluetooth__pwt,surrogate,H,et,0.0056885947981685225,0.0476815051191091,1.0,0.0020355874077421974,0.04583789640220735,1.0,-0.003653007390426325,-0.0018436087169017498
copenhagen_bluetooth__pwt,surrogate,H,median,0.424635379791229,0.41418244638999036,1.0,0.424635379791229,0.41418244638999036,1.0,0.0,0.0
copenhagen_bluetooth__pwt,surrogate,H,mle,0.04340167738132613,0.029182210784763404,1.0,0.04340167738132613,0.029182210784763404,1.0,0.0,0.0
copenhagen_bluetooth__pwt,surrogate,H,plugin,0.04717109848303547,0.24276351090830414,1.0,0.04717109848303547,0.24276351090830414,1.0,0.0,0.0
copenhagen_bluetooth__pwt,surrogate,H,qwen_nonthinking,0.5941454028528717,0.5004013876664292,1.0,0.3469539083783897,0.38814665674727916,1.0,-0.24719149447448197,-0.11225473091915
copenhagen_bluetooth__pwt,surrogate,H,qwen_thinking,0.09382936109731618,0.22903304304184763,1.0,0.1697283138438325,0.19786400729284548,1.0,0.07589895274651631,-0.03116903574900215
copenhagen_bluetooth__pwt,surrogate,R,et,0.013866809604319297,0.0212563131464341,1.0,0.013346828165867112,0.02095072557122474,1.0,-0.0005199814384521852,-0.00030558757520935884
copenhagen_bluetooth__pwt,surrogate,R,median,0.424635379791229,0.41418244638999036,1.0,0.424635379791229,0.41418244638999036,1.0,0.0,0.0
copenhagen_bluetooth__pwt,surrogate,R,mle,0.042070456074296235,0.03101249667711077,1.0,0.042070456074296235,0.03101249667711077,1.0,0.0,0.0
copenhagen_bluetooth__pwt,surrogate,R,plugin,0.011327980409225188,0.016750063366202148,1.0,0.011327980409225188,0.016750063366202148,1.0,0.0,0.0
copenhagen_bluetooth__pwt,surrogate,R,qwen_nonthinking,0.24318271930927532,0.2848326560906436,1.0,0.1869604970870531,0.19127208216326472,1.0,-0.05622222222222223,-0.0935605739273789
copenhagen_bluetooth__pwt,surrogate,R,qwen_thinking,0.011338313843832524,0.0167538228551071,1.0,0.011341647177165867,0.016294957807675665,1.0,3.3333333333430276e-06,-0.0004588650474314365
dar_a08_r1,synthetic,H,et,0.01827890078544177,0.02608472732686157,1.0,0.02082767472206082,0.026221797829123875,1.0,0.002548773936619047,0.00013707050226230422
dar_a08_r1,synthetic,H,median,0.42998659366121234,0.3851859201516888,1.0,0.42998659366121234,0.3851859201516888,1.0,0.0,0.0
dar_a08_r1,synthetic,H,mle,0.031991720603983996,0.10373100147179116,1.0,0.031991720603983996,0.10373100147179116,1.0,0.0,0.0
dar_a08_r1,synthetic,H,plugin,0.04534272198149484,0.20170453579521228,1.0,0.04534272198149484,0.20170453579521228,1.0,0.0,0.0
dar_a08_r1,synthetic,H,qwen_nonthinking,0.2345893719806763,0.20153381642512075,1.0,0.2270462387853692,0.21411369910282954,1.0,-0.007543133195307111,0.012579882677708792
dar_a08_r1,synthetic,H,qwen_thinking,0.09790323878536922,0.2013032268806073,1.0,0.11644133885438235,0.1945675293305728,1.0,0.01853810006901313,-0.006735697550034503
