evidence_block,arm,method,graphs,MAE2,MAE2_se,ProfileMAE,ProfileMAE_se,signed_rho2,signed_rho2_se,worst_graph_AE2,paired_vs_corrector,paired_vs_corrector_se,paired_vs_plugin,paired_vs_plugin_se
dar_a08,R,extratrees_pooled,2,0.005353644568908652,0.0023039918019527503,0.013244045083514826,0.005420011042982954,-0.0011524875155632386,0.0003657621212604008,0.007657636370861402,-0.023530287547658034,0.010903438626934216,-0.023530287547658034,0.010903438626934216
dar_a08,R,extratrees_real_only,2,0.23439474610433433,0.002940830262173011,0.182752188195568,0.006451048123479033,-0.23439474610433433,0.002940830262173011,0.23733557636650734,0.20551081398776766,0.016148260691059967,0.20551081398776766,0.016148260691059967
dar_a08,S1,plugin,2,0.02131217284033034,0.0030763385545442556,0.022940265548047616,0.0016875664157245032,-0.003960961178297287,0.020427550216577307,0.024388511394874596,0.0,0.0,,
dar_a08,S1,corrector,2,0.02131217284033034,0.0030763385545442556,0.022940265548047616,0.0016875664157245032,-0.003960961178297287,0.020427550216577307,0.024388511394874596,,,0.0,0.0
dar_a08,S1,median,2,0.4269605880843146,0.003026005576897778,0.39153118716860696,0.006345267016918177,-0.4269605880843146,0.003026005576897778,0.42998659366121234,0.4056484152439842,0.0061023441314420335,0.4056484152439842,0.0061023441314420335
dar_a08,S1,extratrees_pooled,2,0.010171054962555548,0.002021597017442126,0.01663775244601149,0.00039531292126431666,0.0036328841485691412,0.004153683669266864,0.012192651979997674,-0.011141117877774793,0.0010547415371021296,-0.011141117877774793,0.0010547415371021296
dar_a08,S1,extratrees_real_only,2,0.23457978286430478,0.003116041196762842,0.18292230028118683,0.006261519232445555,-0.23457978286430478,0.003116041196762842,0.23769582406106762,0.21326761002397443,0.006192379751307097,0.21326761002397443,0.006192379751307097
dar_a08,S1,design_reference,2,0.024846107439423764,0.003458455305916708,0.031065101808431583,0.008279943041052692,0.005542486754522624,0.022762075990817848,0.028304562745340472,0.003533934599093423,0.006534793860460963,0.003533934599093423,0.006534793860460963
dar_a08,S2,plugin,2,0.02131217284033034,0.0030763385545442556,0.022940265548047616,0.0016875664157245032,-0.003960961178297287,0.020427550216577307,0.024388511394874596,-0.0035339345990906285,0.006534793860418533,,
dar_a08,S2,corrector,2,0.02484610743942097,0.0034584553058742778,0.031065101808289836,0.00827994304113916,0.005542486754428902,0.022762075990866344,0.028304562745295248,,,0.0035339345990906285,0.006534793860418533
dar_a08,S2,median,2,0.4269605880843146,0.003026005576897778,0.39153118716860696,0.006345267016918177,-0.4269605880843146,0.003026005576897778,0.42998659366121234,0.4021144806448936,0.00043244972897649164,0.4056484152439842,0.0061023441314420335
dar_a08,S2,extratrees_pooled,2,0.011049040371008085,0.005147230730347562,0.01749543797887376,0.004081873488682734,0.0038471148553947767,0.005417642012693477,0.016196271101355648,-0.013797067068412884,0.008605686036221841,-0.010263132469322256,0.002070892175803307
dar_a08,S2,extratrees_real_only,2,0.23457978286430478,0.003116041196762842,0.18292230028118683,0.006261519232445555,-0.23457978286430478,0.003116041196762842,0.23769582406106762,0.2097336754248838,0.00034241410911144127,0.21326761002397443,0.006192379751307097
dar_a08,S2,design_reference,2,0.024846107439423764,0.003458455305916708,0.031065101808431583,0.008279943041052692,0.005542486754522624,0.022762075990817848,0.028304562745340472,2.7946395197986362e-15,4.2429601498916725e-14,0.003533934599093423,0.006534793860460963
dar_a08,H,plugin,2,0.048384212736781715,0.013489028894626238,0.21054664963517417,0.0011042176896733508,-0.03486713697793662,0.02700610465347132,0.06187324163140795,-0.15533508784326525,0.019190632855450446,,
dar_a08,H,corrector,2,0.20371930058004695,0.0057016039608242105,0.19476852892732865,0.004557082570856713,0.20371930058004695,0.0057016039608242105,0.20942090454087117,,,0.15533508784326525,0.019190632855450446
