case_id,family,substrate,n,rho_target,rep,strategy,budget,coverage,band,n_obs_edges,rho_true,r0.0,r0.5,r1.0,r1.5,r2.0,r2.5,r3.0,mle_uniform,mle_transfer_beta,mle_betacal_lofo,betacal_lofo_beta,floor_lofo,oracle_lofo
ba1500f0|t0.076|r0|time_agnostic_t|b3200,ba1500f0,ba,1500,0.076,0,time_agnostic_t,3200,0.3699866310160428,hi(>.15),2214,0.07620320855614973,0.05000201355915257,0.052222997860468356,0.062466167104903936,0.08614416652145607,0.12797415215812136,0.19926369131587796,0.3430854446579592,0.05000201355915257,0.052222997860468356,0.052222997860468356,0.5,0.23793946821152698,0.1044139780154486
ba1500f0|t0.076|r0|time_respecting|b400,ba1500f0,ba,1500,0.076,0,time_respecting,400,0.03927139037433155,mid,235,0.07620320855614973,4.499342010078067e-10,1.6858205942327231e-09,4.967858102666867e-08,3.722473656764258e-06,0.000261867160415874,0.007462819058027481,0.07104518074056798,4.499342010078067e-10,0.000261867160415874,0.000261867160415874,2.0,0.2946737397532253,0.21105012774806883
ba1500f0|t0.076|r0|time_respecting|b1600,ba1500f0,ba,1500,0.076,0,time_respecting,1600,0.12717245989304812,mid,761,0.07620320855614973,0.03674329997150738,0.03886197708829331,0.045499609264469054,0.05619718738172652,0.07731308494272815,0.11597684812503006,0.18839201774147518,0.03674329997150738,0.07731308494272815,0.07731308494272815,2.0,0.2946737397532253,0.07438768495790345
ba1500f0|t0.076|r0|time_respecting|b3200,ba1500f0,ba,1500,0.076,0,time_respecting,3200,0.20220588235294118,hi(>.15),1210,0.07620320855614973,0.043826139762562666,0.04612468958383842,0.05352966142164206,0.0659696052702391,0.08790908843441869,0.12901049678697973,0.19884836017445628,0.043826139762562666,0.08790908843441869,0.08790908843441869,2.0,0.2379394682115271,0.08764132204396911
ba1500f0|t0.293|r0|time_agnostic_t|b400,ba1500f0,ba,1500,0.2927,0,time_agnostic_t,400,0.05731951871657754,mid,343,0.29261363636363635,0.31168017195684483,0.32830707177754637,0.39579018372044616,0.545768865136169,0.7998290874842002,0.9507739842452869,0.9844211251764661,0.31168017195684483,0.32830707177754637,0.39579018372044616,1.0,0.3060205940615649,0.360495643097973
ba1500f0|t0.293|r0|time_agnostic_t|b1600,ba1500f0,ba,1500,0.2927,0,time_agnostic_t,1600,0.21106283422459893,hi(>.15),1263,0.29261363636363635,0.2345427873222513,0.24388426182377343,0.2846273499996044,0.38464284182237096,0.5722772536471503,0.8483400667338544,0.9671890525888083,0.2345427873222513,0.24388426182377343,0.24388426182377343,0.5,0.23793946821152698,0.27789234402852064
ba1500f0|t0.293|r0|time_agnostic_t|b3200,ba1500f0,ba,1500,0.2927,0,time_agnostic_t,3200,0.3699866310160428,hi(>.15),2214,0.29261363636363635,0.25152081883003574,0.2619313805529,0.30038606112162125,0.4020467535427422,0.5910659006357082,0.8844009460608253,0.9908710950875651,0.25152081883003574,0.2619313805529,0.2619313805529,0.5,0.23793946821152698,0.2984852465834818
ba1500f0|t0.293|r0|time_respecting|b400,ba1500f0,ba,1500,0.2927,0,time_respecting,400,0.03993983957219251,mid,239,0.29261363636363635,0.19042602889288107,0.201260255920926,0.22940662350161178,0.2873320063728,0.41352975228935884,0.650885720222961,0.8883678034221416,0.19042602889288107,0.41352975228935884,0.41352975228935884,2.0,0.2946737397532253,0.2798284580541734
ba1500f0|t0.293|r0|time_respecting|b1600,ba1500f0,ba,1500,0.2927,0,time_respecting,1600,0.13602941176470587,mid,814,0.29261363636363635,0.1263168235770279,0.13154695938310712,0.15087229805256552,0.20080471713797976,0.2917886767718678,0.44683826059321097,0.7151547760280068,0.1263168235770279,0.2917886767718678,0.2917886767718678,2.0,0.2946737397532253,0.3312314611078449
ba1500f0|t0.293|r0|time_respecting|b3200,ba1500f0,ba,1500,0.2927,0,time_respecting,3200,0.2215909090909091,hi(>.15),1326,0.29261363636363635,0.13220427374091537,0.1382382116754084,0.15582021450903139,0.19461994701993368,0.2753500229796567,0.41279048266850094,0.6466573454320732,0.13220427374091537,0.2753500229796567,0.2753500229796567,2.0,0.2379394682115271,0.3221915121806301
ba1500f0|t0.382|r0|time_agnostic_t|b400,ba1500f0,ba,1500,0.3823,0,time_agnostic_t,400,0.05731951871657754,mid,343,0.38235294117647056,0.23178162261016744,0.2505313319496141,0.3113259286057066,0.43224469906040064,0.6588263309714786,0.8834839794468365,0.9603430175116165,0.23178162261016744,0.2505313319496141,0.3113259286057066,1.0,0.3060205940615649,0.191163685440594
ba1500f0|t0.382|r0|time_agnostic_t|b1600,ba1500f0,ba,1500,0.3823,0,time_agnostic_t,1600,0.21106283422459893,hi(>.15),1263,0.38235294117647056,0.325726427079594,0.3386185402544736,0.38125296028113054,0.4999681506771372,0.7357756031401094,0.952181903128889,0.9918976619435743,0.325726427079594,0.3386185402544736,0.3386185402544736,0.5,0.23793946821152698,0.3507217647058826
ba1500f0|t0.382|r0|time_agnostic_t|b3200,ba1500f0,ba,1500,0.3823,0,time_agnostic_t,3200,0.3699866310160428,hi(>.15),2214,0.38235294117647056,0.3540818282376196,0.3713668877253612,0.422035762252995,0.5539064284281,0.8126154770688582,0.9919962380307901,0.9996394056354048,0.3540818282376196,0.3713668877253612,0.3713668877253612,0.5,0.23793946821152698,0.34675388888888903
ba1500f0|t0.382|r0|time_respecting|b400,ba1500f0,ba,1500,0.3823,0,time_respecting,400,0.03843582887700535,mid,230,0.38235294117647056,0.09629654277316235,0.10235472571795368,0.12165126875970278,0.15220043893744561,0.2123239910422402,0.33897037792093754,0.5862658054008829,0.09629654277316235,0.2123239910422402,0.2123239910422402,2.0,0.2946737397532253,0.1844974573174454
ba1500f0|t0.382|r0|time_respecting|b1600,ba1500f0,ba,1500,0.3823,0,time_respecting,1600,0.13051470588235295,mid,781,0.38235294117647056,0.15487051303769894,0.16201394937770508,0.1834514746028466,0.23596274226046965,0.3382503018117692,0.514349346113059,0.7984225034413716,0.15487051303769894,0.3382503018117692,0.3382503018117692,2.0,0.2946737397532253,0.39761352304760617
ba1500f0|t0.382|r0|time_respecting|b3200,ba1500f0,ba,1500,0.3823,0,time_respecting,3200,0.21774732620320855,hi(>.15),1303,0.38235294117647056,0.1613778453642144,0.16892182736402472,0.19095444010884188,0.2359291876705104,0.33018887761734117,0.49105343501028853,0.759003986321484,0.1613778453642144,0.33018887761734117,0.33018887761734117,2.0,0.2379394682115271,0.25957782531194307
ba1500f0|t0.506|r0|time_agnostic_t|b400,ba1500f0,ba,1500,0.5056,0,time_agnostic_t,400,0.05731951871657754,mid,343,0.5056818181818182,0.3391154006449555,0.3680065481490309,0.46033597242489754,0.6421079310908906,0.8914544848407524,0.9794164505248557,0.9937824861222149,0.3391154006449555,0.3680065481490309,0.46033597242489754,1.0,0.3060205940615649,0.42501529411764755
ba1500f0|t0.506|r0|time_agnostic_t|b1600,ba1500f0,ba,1500,0.5056,0,time_agnostic_t,1600,0.21106283422459893,hi(>.15),1263,0.5056818181818182,0.393706755990083,0.40986130436978874,0.4862256759855219,0.6637010314229568,0.9281447878451327,0.9952400563259582,0.9993004331104314,0.393706755990083,0.40986130436978874,0.40986130436978874,0.5,0.23793946821152698,0.368064640522876
ba1500f0|t0.506|r0|time_agnostic_t|b3200,ba1500f0,ba,1500,0.5056,0,time_agnostic_t,3200,0.3699866310160428,hi(>.15),2214,0.5056818181818182,0.4677496759318288,0.49151302694077537,0.5546885869869729,0.7144631968111803,0.9734050536022829,0.9997646320111161,0.9999892226575424,0.4677496759318288,0.49151302694077537,0.49151302694077537,0.5,0.23793946821152698,0.4449230213903743
ba1500f0|t0.506|r0|time_respecting|b400,ba1500f0,ba,1500,0.5056,0,time_respecting,400,0.03943850267379679,mid,236,0.5056818181818182,0.28170886553834074,0.2936652653252302,0.34488989084638155,0.4658216818365811,0.6890679812286009,0.9385693621919534,0.9912948119895981,0.28170886553834074,0.6890679812286009,0.6890679812286009,2.0,0.2946737397532253,0.36380758697530574
ba1500f0|t0.506|r0|time_respecting|b1600,ba1500f0,ba,1500,0.5056,0,time_respecting,1600,0.13619652406417113,mid,815,0.5056818181818182,0.2501824183298257,0.2636854027957488,0.2999406730487312,0.37103748713753193,0.5233117893408179,0.7903289599773288,0.9749206831699422,0.2501824183298257,0.5233117893408179,0.5233117893408179,2.0,0.2946737397532253,0.44323362946498585
ba1500f0|t0.506|r0|time_respecting|b3200,ba1500f0,ba,1500,0.5056,0,time_respecting,3200,0.23011363636363635,hi(>.15),1377,0.5056818181818182,0.2633335310151894,0.27686889928131886,0.3169958093289683,0.38525515928135856,0.530414336351807,0.7859514910327452,0.9884193490370939,0.2633335310151894,0.530414336351807,0.530414336351807,2.0,0.2379394682115271,0.42924443256090333
ba1500f1|t0.025|r0|time_agnostic_t|b400,ba1500f1,ba,1500,0.0252,0,time_agnostic_t,400,0.05598262032085562,mid,335,0.02657085561497326,2.1424323548568935e-07,5.635516927560147e-07,6.883932123336045e-06,0.00018237524775532865,0.004329843843139725,0.0466951653028469,0.20315154733685803,2.1424323548568935e-07,5.635516927560147e-07,6.883932123336045e-06,1.0,0.30770471467950905,0.09846772355912063
ba1500f1|t0.025|r0|time_agnostic_t|b1600,ba1500f1,ba,1500,0.0252,0,time_agnostic_t,1600,0.21122994652406418,hi(>.15),1264,0.02657085561497326,0.011251034287104278,0.012105517004193711,0.014761243927751244,0.019896491884922596,0.029604774826299973,0.05926194975900445,0.17711082786232857,0.011251034287104278,0.012105517004193711,0.014761243927751244,1.0,0.24636007130124776,0.06448139631610227
ba1500f1|t0.025|r0|time_agnostic_t|b3200,ba1500f1,ba,1500,0.0252,0,time_agnostic_t,3200,0.37266042780748665,hi(>.15),2230,0.02657085561497326,0.01902787489149893,0.019910349053515297,0.022828315468731653,0.029672891846226013,0.042747725156474514,0.06611894048516176,0.1242121247402983,0.01902787489149893,0.019910349053515297,0.022828315468731653,1.0,0.24636007130124776,0.05524272430184208
ba1500f1|t0.025|r0|time_respecting|b400,ba1500f1,ba,1500,0.0252,0,time_respecting,400,0.0365975935828877,mid,219,0.02657085561497326,6.0285110237146e-14,4.3143266736933583e-13,6.138267671929043e-11,2.583343250428527e-08,8.328542667856986e-06,0.0008223957541193538,0.01899180291489333,6.0285110237146e-14,8.328542667856986e-06,8.328542667856986e-06,2.0,0.2974806074497989,0.27338910107162895
ba1500f1|t0.025|r0|time_respecting|b1600,ba1500f1,ba,1500,0.0252,0,time_respecting,1600,0.12316176470588236,mid,737,0.02657085561497326,0.0,2.220446049250313e-16,6.228351168147128e-14,9.350065166557897e-11,1.127886817275936e-07,3.9771040301173066e-05,0.002605655295463971,0.0,1.127886817275936e-07,1.127886817275936e-07,2.0,0.2974806074497989,0.051930852982566784
ba1500f1|t0.025|r0|time_respecting|b3200,ba1500f1,ba,1500,0.0252,0,time_respecting,3200,0.20588235294117646,hi(>.15),1232,0.02657085561497326,0.009945754245966554,0.010303155987220203,0.011930266041041415,0.015577620744065768,0.021933451868498155,0.03254890786042719,0.050341610936832204,0.009945754245966554,0.021933451868498155,0.021933451868498155,2.0,0.24636007130124782,0.06855660130718964
ba1500f1|t0.033|r0|time_agnostic_t|b400,ba1500f1,ba,1500,0.0335,0,time_agnostic_t,400,0.05598262032085562,mid,335,0.034926470588235295,0.02802549808929633,0.029758037956030048,0.03577448595503585,0.04837695979852963,0.07567918395138218,0.16229924114700545,0.3690869810223255,0.02802549808929633,0.029758037956030048,0.03577448595503585,1.0,0.30770471467950905,0.09753635101010104
ba1500f1|t0.033|r0|time_agnostic_t|b1600,ba1500f1,ba,1500,0.0335,0,time_agnostic_t,1600,0.21122994652406418,hi(>.15),1264,0.034926470588235295,0.03958897288458951,0.04192464711205912,0.04830293595348867,0.06083974755124,0.08806809189083886,0.1524746964734911,0.326445380612551,0.03958897288458951,0.04192464711205912,0.04830293595348867,1.0,0.24636007130124776,0.061704595959596036
ba1500f1|t0.033|r0|time_agnostic_t|b3200,ba1500f1,ba,1500,0.0335,0,time_agnostic_t,3200,0.37266042780748665,hi(>.15),2230,0.034926470588235295,0.04170589432756033,0.0442619707518076,0.051829223012386794,0.06464385012065899,0.0912965126065779,0.14037562597727649,0.24757735158865046,0.04170589432756033,0.0442619707518076,0.051829223012386794,1.0,0.24636007130124776,0.055854370172311436
ba1500f1|t0.033|r0|time_respecting|b400,ba1500f1,ba,1500,0.0335,0,time_respecting,400,0.03776737967914438,mid,226,0.034926470588235295,5.395239810468411e-12,2.7816637881983297e-11,1.7884032033066433e-09,3.158750495613205e-07,4.783907219862993e-05,0.0025348673023652957,0.03759223723867278,5.395239810468411e-12,4.783907219862993e-05,4.783907219862993e-05,2.0,0.2974806074497989,0.21237855184128046
ba1500f1|t0.033|r0|time_respecting|b1600,ba1500f1,ba,1500,0.0335,0,time_respecting,1600,0.12483288770053476,mid,747,0.034926470588235295,0.017618156124766804,0.018618543133841925,0.02162157579067736,0.026678144317655472,0.036993718143361054,0.05550684837876263,0.09019437164532973,0.017618156124766804,0.036993718143361054,0.036993718143361054,2.0,0.2974806074497989,0.05120013022879841
ba1500f1|t0.033|r0|time_respecting|b3200,ba1500f1,ba,1500,0.0335,0,time_respecting,3200,0.20855614973262032,hi(>.15),1248,0.034926470588235295,0.025100348306861697,0.026431905876705963,0.03059903763792926,0.037340044732471434,0.050539434117316984,0.07447224807333441,0.11500033203013837,0.025100348306861697,0.050539434117316984,0.050539434117316984,2.0,0.24636007130124782,0.06940209150326804
ba1500f1|t0.102|r0|time_agnostic_t|b400,ba1500f1,ba,1500,0.1021,0,time_agnostic_t,400,0.05598262032085562,mid,335,0.1036096256684492,0.054556536458577165,0.058178684753192766,0.07057377050562075,0.09597135226038678,0.14689903558296757,0.27697166188817635,0.5165393336869064,0.054556536458577165,0.058178684753192766,0.07057377050562075,1.0,0.30770471467950905,0.09538899584076063
ba1500f1|t0.102|r0|time_agnostic_t|b1600,ba1500f1,ba,1500,0.1021,0,time_agnostic_t,1600,0.21122994652406418,hi(>.15),1264,0.1036096256684492,0.11945393055798748,0.12419556393309783,0.14200323747769739,0.18736266638405485,0.2751223289584974,0.4511454809929476,0.7183337580410526,0.11945393055798748,0.12419556393309783,0.14200323747769739,1.0,0.24636007130124776,0.09950972073677951
ba1500f1|t0.102|r0|time_agnostic_t|b3200,ba1500f1,ba,1500,0.1021,0,time_agnostic_t,3200,0.37266042780748665,hi(>.15),2230,0.1036096256684492,0.1019600337069474,0.10756906904070518,0.12338200745775307,0.1576739621013845,0.22818812998040705,0.35357136076629636,0.5915500224450241,0.1019600337069474,0.10756906904070518,0.12338200745775307,1.0,0.24636007130124776,0.11501693998811656
ba1500f1|t0.102|r0|time_respecting|b400,ba1500f1,ba,1500,0.1021,0,time_respecting,400,0.03760026737967914,mid,225,0.1036096256684492,0.03134713753886631,0.03328230775814289,0.03951225349286014,0.04975671623129696,0.06874143296265178,0.1099180678665872,0.22728634765405575,0.03134713753886631,0.06874143296265178,0.06874143296265178,2.0,0.2974806074497989,0.3368007511896171
ba1500f1|t0.102|r0|time_respecting|b1600,ba1500f1,ba,1500,0.1021,0,time_respecting,1600,0.12600267379679145,mid,754,0.1036096256684492,0.03758585322046626,0.03937384951422873,0.044333860843618345,0.055698730864309653,0.07846216532830863,0.11784272237248494,0.19091600909083084,0.03758585322046626,0.07846216532830863,0.07846216532830863,2.0,0.2974806074497989,0.10926135505075972
ba1500f1|t0.102|r0|time_respecting|b3200,ba1500f1,ba,1500,0.1021,0,time_respecting,3200,0.2038770053475936,hi(>.15),1220,0.1036096256684492,0.05069543376417163,0.053371199354015575,0.061842353807068706,0.0755690400729796,0.10143230544069426,0.14886624638644586,0.2289164346739081,0.05069543376417163,0.10143230544069426,0.10143230544069426,2.0,0.24636007130124782,0.1049055228758171
ba1500f1|t0.267|r0|time_agnostic_t|b400,ba1500f1,ba,1500,0.2675,0,time_agnostic_t,400,0.05598262032085562,mid,335,0.2682152406417112,0.2526483751156865,0.2730990488294138,0.3394865959936023,0.46959455137562933,0.7055015043620286,0.9217593541011373,0.9791068270090084,0.2526483751156865,0.2730990488294138,0.3394865959936023,1.0,0.30770471467950905,0.28128693034155566
ba1500f1|t0.267|r0|time_agnostic_t|b1600,ba1500f1,ba,1500,0.2675,0,time_agnostic_t,1600,0.21122994652406418,hi(>.15),1264,0.2682152406417112,0.22312154912531268,0.23715365379548703,0.29047836558288564,0.40027950050771255,0.5977378474099682,0.8713754318715747,0.9739326671922216,0.22312154912531268,0.23715365379548703,0.29047836558288564,1.0,0.24636007130124776,0.33293088829471174
ba1500f1|t0.267|r0|time_agnostic_t|b3200,ba1500f1,ba,1500,0.2675,0,time_agnostic_t,3200,0.37266042780748665,hi(>.15),2230,0.2682152406417112,0.2562579231422386,0.2678198491975604,0.30533203690808774,0.40520061665542295,0.595971052963504,0.8888678854661134,0.9907023235371272,0.2562579231422386,0.2678198491975604,0.30533203690808774,1.0,0.24636007130124776,0.35772196078431323
ba1500f1|t0.267|r0|time_respecting|b400,ba1500f1,ba,1500,0.2675,0,time_respecting,400,0.03927139037433155,mid,235,0.2682152406417112,0.14258303101312464,0.1482656651727131,0.17272679848320505,0.2302923648919204,0.3359350698041934,0.5330352629000894,0.8044386588410896,0.14258303101312464,0.3359350698041934,0.3359350698041934,2.0,0.2974806074497989,0.2221662629487647
ba1500f1|t0.267|r0|time_respecting|b1600,ba1500f1,ba,1500,0.2675,0,time_respecting,1600,0.13385695187165775,mid,801,0.2682152406417112,0.09499951727853995,0.0985366057055238,0.11427113005781331,0.15360156296094596,0.22379958605707972,0.3424016886795115,0.5606407388454169,0.09499951727853995,0.22379958605707972,0.22379958605707972,2.0,0.2974806074497989,0.2826992563369387
ba1500f1|t0.267|r0|time_respecting|b3200,ba1500f1,ba,1500,0.2675,0,time_respecting,3200,0.22560160427807488,hi(>.15),1350,0.2682152406417112,0.11721553467091361,0.12253658279438484,0.13788961909850883,0.173772384168423,0.24613434878589813,0.3687644275261637,0.5781342815515995,0.11721553467091361,0.24613434878589813,0.24613434878589813,2.0,0.24636007130124782,0.32870751039809853
ba1500f1|t0.370|r0|time_agnostic_t|b400,ba1500f1,ba,1500,0.3703,0,time_agnostic_t,400,0.05598262032085562,mid,335,0.37115641711229946,0.2763513968369241,0.29900217019040654,0.3722624516320866,0.5155582818209044,0.7663330966319115,0.948719761813218,0.9869480686018095,0.2763513968369241,0.29900217019040654,0.3722624516320866,1.0,0.30770471467950905,0.30713056373430664
ba1500f1|t0.370|r0|time_agnostic_t|b1600,ba1500f1,ba,1500,0.3703,0,time_agnostic_t,1600,0.21122994652406418,hi(>.15),1264,0.37115641711229946,0.22869784254412018,0.23993302510982062,0.2877565618710316,0.3934030727703487,0.5865609526898243,0.8614027542520906,0.970981853170402,0.22869784254412018,0.23993302510982062,0.2877565618710316,1.0,0.24636007130124776,0.31894432263814587
ba1500f1|t0.370|r0|time_agnostic_t|b3200,ba1500f1,ba,1500,0.3703,0,time_agnostic_t,3200,0.37266042780748665,hi(>.15),2230,0.37115641711229946,0.32510386749076714,0.3401762453813917,0.3857390695433567,0.5062502171874483,0.7412025504854792,0.9771437837734345,0.9988044791030011,0.32510386749076714,0.3401762453813917,0.3857390695433567,1.0,0.24636007130124776,0.3778992216280449
ba1500f1|t0.370|r0|time_respecting|b400,ba1500f1,ba,1500,0.3703,0,time_respecting,400,0.040274064171122996,mid,241,0.37115641711229946,0.23478033705779733,0.2440099269810534,0.276237766104914,0.3613777276773411,0.5288593025318529,0.8015768931060566,0.9523188052482481,0.23478033705779733,0.5288593025318529,0.5288593025318529,2.0,0.2974806074497989,0.40532766859198255
ba1500f1|t0.370|r0|time_respecting|b1600,ba1500f1,ba,1500,0.3703,0,time_respecting,1600,0.1323529411764706,mid,792,0.37115641711229946,0.16837380725301077,0.17591239641458212,0.19667611969241694,0.24788795532635255,0.34927314317443003,0.5206685198133327,0.7926487650741483,0.16837380725301077,0.34927314317443003,0.34927314317443003,2.0,0.2974806074497989,0.39157944884118384
ba1500f1|t0.370|r0|time_respecting|b3200,ba1500f1,ba,1500,0.3703,0,time_respecting,3200,0.22493315508021391,hi(>.15),1346,0.37115641711229946,0.17235273794503758,0.17970618762444035,0.2020476940844389,0.2546206646865621,0.3591321301189102,0.5328174879764017,0.8100772854652873,0.17235273794503758,0.3591321301189102,0.3591321301189102,2.0,0.24636007130124782,0.41035273915626863
ba1500f1|t0.412|r0|time_agnostic_t|b400,ba1500f1,ba,1500,0.4117,0,time_agnostic_t,400,0.05598262032085562,mid,335,0.4119318181818182,0.2998660914183835,0.32472643585898364,0.4048596466749841,0.5613175031990136,0.8211098150977698,0.9671673618515992,0.9919114253841593,0.2998660914183835,0.32472643585898364,0.4048596466749841,1.0,0.30770471467950905,0.30713056373430664
ba1500f1|t0.412|r0|time_agnostic_t|b1600,ba1500f1,ba,1500,0.4117,0,time_agnostic_t,1600,0.21122994652406418,hi(>.15),1264,0.4119318181818182,0.33928125613902704,0.35217994368193917,0.4085224931156235,0.5528981676616326,0.8136446815750809,0.9769330976555094,0.9963315345439023,0.33928125613902704,0.35217994368193917,0.4085224931156235,1.0,0.24636007130124776,0.3484622964943552
ba1500f1|t0.412|r0|time_agnostic_t|b3200,ba1500f1,ba,1500,0.4117,0,time_agnostic_t,3200,0.37266042780748665,hi(>.15),2230,0.4119318181818182,0.40501869306658844,0.42577933900312326,0.4817258356374844,0.6215510298507467,0.8946586857305021,0.9977012275212123,0.9998890651120523,0.40501869306658844,0.42577933900312326,0.4817258356374844,1.0,0.24636007130124776,0.44391957516339914
ba1500f1|t0.412|r0|time_respecting|b400,ba1500f1,ba,1500,0.4117,0,time_respecting,400,0.04060828877005348,mid,243,0.4119318181818182,0.05969767197676745,0.06540794752423096,0.0821533575626483,0.11227756991682336,0.1655574860925092,0.2809321501728156,0.5152530217679347,0.05969767197676745,0.1655574860925092,0.1655574860925092,2.0,0.2974806074497989,0.3696343947998948
