budget,graph_id,arm,evidence_block,fit_status,fallback_used,objective
0.2,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,336.0440221573548
0.2,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,355.9533159573062
0.2,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,332.5840905438205
0.2,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,302.9638305444396
0.2,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,343.57508593948603
0.2,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,301.4805028654448
0.2,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,290.4838664376806
0.2,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,314.0337055228684
0.2,sp_workplace,B,real,boundary_other,False,1180.2512899839976
0.2,sp_workplace,B,real,boundary_other,False,1238.7917411667468
0.2,sp_workplace,B,real,boundary_other,False,1178.8979040111353
0.2,sp_workplace,H,real,boundary_homogeneous,False,551.50081804399
0.2,sp_workplace,H,real,boundary_homogeneous,False,489.1365645822567
0.2,sp_workplace,H,real,boundary_homogeneous,False,554.3329829126394
0.2,sp_workplace,R,real,boundary_other,False,729.4632376432214
0.2,sp_workplace,R,real,boundary_other,False,768.3698470651123
0.2,sp_workplace,R,real,boundary_other,False,765.7020865283168
0.2,sp_workplace,S1,real,boundary_other,False,758.2100197594452
0.2,sp_workplace,S1,real,boundary_other,False,787.7634023361114
0.2,sp_workplace,S1,real,boundary_other,False,754.1738005212405
0.2,sp_workplace__pwt,B,surrogate,boundary_other,False,2414.3790551454636
0.2,sp_workplace__pwt,B,surrogate,boundary_other,False,2373.898881999926
0.2,sp_workplace__pwt,B,surrogate,boundary_other,False,2503.271228440085
0.2,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,1123.4378987602236
0.2,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,993.6819227811751
0.2,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,1059.1425363089909
0.2,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,1357.166199109001
0.2,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,1285.6390786070056
0.2,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,1312.948996969048
0.2,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,1276.223052946087
0.2,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,1274.148938536253
0.2,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,1248.873222390196
0.3,ad_memory_r1,B,ad_memory,converged,False,1590.910820840058
0.3,ad_memory_r1,B,ad_memory,converged,False,1696.9690325676102
0.3,ad_memory_r1,B,ad_memory,converged,False,1730.6249884325007
0.3,ad_memory_r1,H,ad_memory,flatness_unavailable,False,1018.3095751133749
0.3,ad_memory_r1,H,ad_memory,flatness_unavailable,False,959.2762218823092
0.3,ad_memory_r1,H,ad_memory,flatness_unavailable,False,969.7535580602865
0.3,ad_memory_r1,R,ad_memory,flatness_unavailable,False,954.9846145832145
0.3,ad_memory_r1,R,ad_memory,flatness_unavailable,False,1033.6317074046224
0.3,ad_memory_r1,R,ad_memory,flatness_unavailable,False,1093.9583416853852
0.3,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,974.9115250526131
0.3,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,1010.8198097005766
0.3,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,959.9319066971029
0.3,ad_memory_r2,B,ad_memory,converged,False,1662.4443232971296
0.3,ad_memory_r2,B,ad_memory,converged,False,1541.5846410898923
0.3,ad_memory_r2,B,ad_memory,converged,False,1679.2935101142473
0.3,ad_memory_r2,H,ad_memory,flatness_unavailable,False,965.6455076173102
0.3,ad_memory_r2,H,ad_memory,flatness_unavailable,False,925.8338035300944
0.3,ad_memory_r2,H,ad_memory,flatness_unavailable,False,1008.5966376026195
0.3,ad_memory_r2,R,ad_memory,flatness_unavailable,False,955.0334006016386
0.3,ad_memory_r2,R,ad_memory,flatness_unavailable,False,969.6540198634326
0.3,ad_memory_r2,R,ad_memory,flatness_unavailable,False,926.0244410120707
0.3,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,923.5846630283966
0.3,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,990.4599051240118
0.3,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,942.3540380822012
0.3,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,334.01633770420665
0.3,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,330.96029826969277
0.3,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,393.47855651785676
0.3,ad_memoryless_r1,H,ad_memoryless,boundary_other,True,nan
0.3,ad_memoryless_r1,H,ad_memoryless,boundary_homogeneous,False,420.6567599814325
0.3,ad_memoryless_r1,H,ad_memoryless,starts_disagree,True,nan
0.3,ad_memoryless_r1,R,ad_memoryless,flatness_unavailable,False,550.348082591143
0.3,ad_memoryless_r1,R,ad_memoryless,flatness_unavailable,False,600.150773882874
0.3,ad_memoryless_r1,R,ad_memoryless,starts_disagree,True,nan
0.3,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,873.5954393819
0.3,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,873.1307105939617
0.3,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,854.8032995130551
0.3,ad_memoryless_r2,B,ad_memoryless,starts_disagree,True,nan
0.3,ad_memoryless_r2,B,ad_memoryless,boundary_other,False,467.4844152135866
0.3,ad_memoryless_r2,B,ad_memoryless,boundary_other,True,nan
0.3,ad_memoryless_r2,H,ad_memoryless,flatness_unavailable,False,578.4346813241235
0.3,ad_memoryless_r2,H,ad_memoryless,starts_disagree,True,nan
0.3,ad_memoryless_r2,H,ad_memoryless,flatness_unavailable,False,510.5960324443311
0.3,ad_memoryless_r2,R,ad_memoryless,boundary_homogeneous,False,554.6229601907136
0.3,ad_memoryless_r2,R,ad_memoryless,flatness_unavailable,False,533.1380366196369
0.3,ad_memoryless_r2,R,ad_memoryless,flatness_unavailable,False,557.7692347532504
0.3,ad_memoryless_r2,S1,ad_memoryless,starts_disagree,True,nan
0.3,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,1103.838904157332
0.3,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,1113.8911057456578
0.3,copenhagen_bluetooth,B,real,boundary_other,False,39570.958542524415
0.3,copenhagen_bluetooth,B,real,boundary_other,True,nan
0.3,copenhagen_bluetooth,B,real,boundary_other,False,39526.16346452949
0.3,copenhagen_bluetooth,H,real,boundary_other,True,nan
0.3,copenhagen_bluetooth,H,real,boundary_other,True,nan
0.3,copenhagen_bluetooth,H,real,boundary_other,True,nan
0.3,copenhagen_bluetooth,R,real,boundary_other,False,29104.51110861302
0.3,copenhagen_bluetooth,R,real,boundary_other,False,29639.682677136916
0.3,copenhagen_bluetooth,R,real,boundary_other,False,29164.46400780765
0.3,copenhagen_bluetooth,S1,real,starts_disagree,True,nan
0.3,copenhagen_bluetooth,S1,real,starts_disagree,True,nan
0.3,copenhagen_bluetooth,S1,real,flatness_unavailable,False,29447.881166946034
0.3,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,64290.240406993245
0.3,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,65639.43229984783
0.3,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,64414.958459822774
0.3,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,True,nan
0.3,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,True,nan
0.3,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,False,37829.99156432881
0.3,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,35521.909986365405
0.3,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,35632.752705579645
0.3,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,35584.83502613284
0.3,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,False,34634.03957869176
0.3,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,True,nan
0.3,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,False,34684.04756229684
0.3,dar_a08_r1,B,dar_a08,converged,False,1378.79534732319
0.3,dar_a08_r1,B,dar_a08,weakly_identified,False,1404.1653661003027
0.3,dar_a08_r1,B,dar_a08,converged,False,1501.742170838842
0.3,dar_a08_r1,H,dar_a08,flatness_unavailable,False,672.3424535293575
0.3,dar_a08_r1,H,dar_a08,flatness_unavailable,False,665.7934802826265
0.3,dar_a08_r1,H,dar_a08,flatness_unavailable,False,672.9887697197694
0.3,dar_a08_r1,R,dar_a08,flatness_unavailable,False,763.4500389225142
0.3,dar_a08_r1,R,dar_a08,flatness_unavailable,False,715.2665989866086
0.3,dar_a08_r1,R,dar_a08,flatness_unavailable,False,783.0783034991204
0.3,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,795.7332816978192
0.3,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,770.4686314808678
0.3,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,794.5547960337065
0.3,dar_a08_r2,B,dar_a08,weakly_identified,False,1443.026187002033
0.3,dar_a08_r2,B,dar_a08,converged,False,1396.8932568191033
0.3,dar_a08_r2,B,dar_a08,converged,False,1411.9017344866393
0.3,dar_a08_r2,H,dar_a08,flatness_unavailable,False,602.5942962295699
0.3,dar_a08_r2,H,dar_a08,flatness_unavailable,False,661.5664933407105
0.3,dar_a08_r2,H,dar_a08,flatness_unavailable,False,625.5440777385207
0.3,dar_a08_r2,R,dar_a08,flatness_unavailable,False,718.3493890391883
0.3,dar_a08_r2,R,dar_a08,flatness_unavailable,False,702.2300242423905
0.3,dar_a08_r2,R,dar_a08,boundary_other,False,733.254801854398
0.3,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,719.7413556009649
0.3,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,703.6039039219654
0.3,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,729.8049687075111
0.3,dar_a0_r1,B,dar_a0,boundary_homogeneous,False,1048.449511371587
0.3,dar_a0_r1,B,dar_a0,weakly_identified,False,986.182299821492
0.3,dar_a0_r1,B,dar_a0,weakly_identified,False,1004.3130907875982
0.3,dar_a0_r1,H,dar_a0,boundary_homogeneous,False,716.8395739851371
0.3,dar_a0_r1,H,dar_a0,boundary_homogeneous,False,721.8323519441549
0.3,dar_a0_r1,H,dar_a0,boundary_homogeneous,False,679.7312628426835
0.3,dar_a0_r1,R,dar_a0,boundary_homogeneous,False,877.196651723204
0.3,dar_a0_r1,R,dar_a0,flatness_unavailable,False,885.9913454907488
0.3,dar_a0_r1,R,dar_a0,boundary_homogeneous,False,913.9372751060605
0.3,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,903.9167455548335
0.3,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,939.9777178473619
0.3,dar_a0_r1,S1,dar_a0,boundary_homogeneous,False,876.4272855512952
0.3,dar_a0_r2,B,dar_a0,boundary_homogeneous,False,994.1843324641477
0.3,dar_a0_r2,B,dar_a0,weakly_identified,False,966.3183361255651
0.3,dar_a0_r2,B,dar_a0,boundary_homogeneous,False,961.8018613700701
0.3,dar_a0_r2,H,dar_a0,boundary_homogeneous,False,736.980947524705
0.3,dar_a0_r2,H,dar_a0,boundary_homogeneous,False,712.0694136056484
0.3,dar_a0_r2,H,dar_a0,flatness_unavailable,False,677.5966796802268
0.3,dar_a0_r2,R,dar_a0,boundary_homogeneous,False,886.934686435678
0.3,dar_a0_r2,R,dar_a0,flatness_unavailable,False,862.7529400277816
0.3,dar_a0_r2,R,dar_a0,boundary_homogeneous,False,898.5625895796006
0.3,dar_a0_r2,S1,dar_a0,flatness_unavailable,False,891.2016418818389
0.3,dar_a0_r2,S1,dar_a0,flatness_unavailable,False,880.7104630657067
0.3,dar_a0_r2,S1,dar_a0,flatness_unavailable,False,868.9215899363047
0.3,nr_digg_reply,B,real,boundary_other,False,731.4928009792953
0.3,nr_digg_reply,B,real,boundary_other,False,836.2079692115094
0.3,nr_digg_reply,B,real,boundary_other,True,nan
0.3,nr_digg_reply,H,real,flatness_unavailable,False,412.2460589606383
0.3,nr_digg_reply,H,real,flatness_unavailable,False,335.1398857482998
0.3,nr_digg_reply,H,real,boundary_other,False,344.71170275738297
0.3,nr_digg_reply,R,real,boundary_other,False,665.6299779489408
0.3,nr_digg_reply,R,real,boundary_other,False,534.5680423710763
0.3,nr_digg_reply,R,real,boundary_other,False,505.6281103059852
0.3,nr_digg_reply,S1,real,boundary_other,False,1242.8481716016443
0.3,nr_digg_reply,S1,real,boundary_other,False,1248.4667968123767
0.3,nr_digg_reply,S1,real,boundary_other,False,1274.9439191158492
0.3,nr_digg_reply__pwt,B,surrogate,boundary_other,False,777.3093653295916
0.3,nr_digg_reply__pwt,B,surrogate,boundary_other,False,891.7519261024727
0.3,nr_digg_reply__pwt,B,surrogate,boundary_other,False,819.3695351690625
0.3,nr_digg_reply__pwt,H,surrogate,boundary_other,False,905.5232706894762
0.3,nr_digg_reply__pwt,H,surrogate,boundary_other,True,nan
0.3,nr_digg_reply__pwt,H,surrogate,boundary_other,False,892.7035445119379
0.3,nr_digg_reply__pwt,R,surrogate,boundary_other,False,1462.75374446343
0.3,nr_digg_reply__pwt,R,surrogate,boundary_other,False,1149.1441759572365
0.3,nr_digg_reply__pwt,R,surrogate,boundary_other,False,1282.7380222528193
0.3,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,2256.4747791676627
0.3,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,2261.4410639760313
0.3,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,2258.422350806473
0.3,snap_collegemsg,B,real,boundary_other,False,3627.575213192415
0.3,snap_collegemsg,B,real,boundary_other,False,3578.898888220003
0.3,snap_collegemsg,B,real,boundary_other,False,3599.393206459963
0.3,snap_collegemsg,H,real,boundary_other,False,891.0915307460322
0.3,snap_collegemsg,R,real,boundary_other,False,1703.8485632364377
0.3,snap_collegemsg,R,real,boundary_other,False,1672.7521511845082
0.3,snap_collegemsg,R,real,boundary_other,False,1879.399920660661
0.3,snap_collegemsg,S1,real,boundary_other,False,1897.129480701087
0.3,snap_collegemsg,S1,real,boundary_other,False,1863.85890603996
0.3,snap_collegemsg,S1,real,boundary_other,False,1816.850484404975
0.3,snap_collegemsg__pwt,B,surrogate,starts_disagree,True,nan
0.3,snap_collegemsg__pwt,B,surrogate,boundary_other,True,nan
0.3,snap_collegemsg__pwt,B,surrogate,starts_disagree,True,nan
0.3,snap_collegemsg__pwt,H,surrogate,boundary_other,False,3623.818839841867
0.3,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,5514.549307345144
0.3,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,5142.817212656571
0.3,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,5781.878218261447
0.3,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,5146.93133308449
0.3,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,5161.19539041711
0.3,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,5125.419809287711
0.3,snap_email_eu,B,real,boundary_other,False,8298.55459632953
0.3,snap_email_eu,B,real,boundary_other,False,8136.409846675869
0.3,snap_email_eu,B,real,boundary_other,False,8288.35973146799
0.3,snap_email_eu,H,real,flatness_unavailable,False,5517.586260590362
0.3,snap_email_eu,H,real,flatness_unavailable,False,5825.498826170887
0.3,snap_email_eu,H,real,flatness_unavailable,False,5841.633282343584
0.3,snap_email_eu,R,real,flatness_unavailable,False,6545.341753545715
0.3,snap_email_eu,R,real,flatness_unavailable,False,6418.858509214567
0.3,snap_email_eu,R,real,flatness_unavailable,False,5829.273119975196
0.3,snap_email_eu,S1,real,flatness_unavailable,False,6250.054883041588
0.3,snap_email_eu,S1,real,flatness_unavailable,False,6369.715717078304
0.3,snap_email_eu,S1,real,flatness_unavailable,False,6315.223398254704
0.3,snap_email_eu__pwt,B,surrogate,boundary_other,True,nan
0.3,snap_email_eu__pwt,B,surrogate,boundary_other,False,10575.70201894533
0.3,snap_email_eu__pwt,B,surrogate,boundary_other,False,10733.930049996647
0.3,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,7326.46633036823
0.3,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,7419.994466255537
0.3,snap_email_eu__pwt,H,surrogate,starts_disagree,True,nan
0.3,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,7564.498324738462
0.3,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,7369.62342951207
0.3,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,6775.717947774376
0.3,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,7201.0496234178045
0.3,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,7235.967618689283
0.3,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,7190.817513335809
0.3,snap_mathoverflow,B,real,boundary_other,False,41240.095658801394
0.3,snap_mathoverflow,B,real,boundary_other,False,41124.38632713555
0.3,snap_mathoverflow,B,real,boundary_other,False,40808.26846090687
0.3,snap_mathoverflow,H,real,boundary_other,False,16991.89544198037
0.3,snap_mathoverflow,H,real,boundary_other,False,16988.856480930728
0.3,snap_mathoverflow,H,real,boundary_other,False,16525.77877180789
0.3,snap_mathoverflow,R,real,boundary_other,False,22983.335030630842
0.3,snap_mathoverflow,R,real,boundary_other,False,20872.010619086897
0.3,snap_mathoverflow,R,real,boundary_other,False,20112.51234451051
0.3,snap_mathoverflow,S1,real,boundary_other,False,33924.29796339341
0.3,snap_mathoverflow,S1,real,boundary_other,False,34021.58557993304
0.3,snap_mathoverflow,S1,real,boundary_other,False,33987.183434291735
0.3,snap_mathoverflow__pwt,B,surrogate,boundary_other,False,68969.0067942334
0.3,snap_mathoverflow__pwt,B,surrogate,boundary_other,False,69220.11705422812
0.3,snap_mathoverflow__pwt,B,surrogate,boundary_other,False,68503.14372485192
0.3,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,49319.67184243223
0.3,snap_mathoverflow__pwt,H,surrogate,boundary_other,True,nan
0.3,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,47456.00203590261
0.3,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,61049.40952343258
0.3,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,60631.61676368141
0.3,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,56278.822110910645
0.3,snap_mathoverflow__pwt,S1,surrogate,boundary_other,False,59981.92639862538
0.3,snap_mathoverflow__pwt,S1,surrogate,boundary_other,False,60490.072315712954
0.3,snap_mathoverflow__pwt,S1,surrogate,boundary_other,False,60190.695093128015
0.3,sp_highschool2013,B,real,boundary_other,False,-1433.1645184675622
0.3,sp_highschool2013,B,real,boundary_other,False,-1243.3631955977644
0.3,sp_highschool2013,B,real,boundary_other,False,-1178.1543419746977
0.3,sp_highschool2013,H,real,boundary_other,False,1985.3125732915619
0.3,sp_highschool2013,H,real,starts_disagree,True,nan
0.3,sp_highschool2013,H,real,flatness_unavailable,False,2061.7050977222807
0.3,sp_highschool2013,R,real,boundary_other,False,2122.1939025989664
0.3,sp_highschool2013,R,real,boundary_other,False,2122.9669625908145
0.3,sp_highschool2013,R,real,boundary_other,False,2166.4021748244004
0.3,sp_highschool2013,S1,real,flatness_unavailable,False,2309.5474361871
0.3,sp_highschool2013,S1,real,flatness_unavailable,False,2275.303976054682
0.3,sp_highschool2013,S1,real,flatness_unavailable,False,2253.764083796378
0.3,sp_highschool2013__pwt,B,surrogate,boundary_other,False,2332.7992928019103
0.3,sp_highschool2013__pwt,B,surrogate,boundary_other,False,2406.3914975105604
0.3,sp_highschool2013__pwt,B,surrogate,boundary_other,False,2493.160983276333
0.3,sp_highschool2013__pwt,H,surrogate,boundary_other,True,nan
0.3,sp_highschool2013__pwt,H,surrogate,boundary_other,True,nan
0.3,sp_highschool2013__pwt,H,surrogate,boundary_other,False,2678.151959089313
0.3,sp_highschool2013__pwt,R,surrogate,boundary_other,False,2555.8372881320643
0.3,sp_highschool2013__pwt,R,surrogate,boundary_other,False,2519.5721426179834
0.3,sp_highschool2013__pwt,R,surrogate,boundary_other,False,2560.514860598449
0.3,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,2646.916854514723
0.3,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,2630.318753361258
0.3,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,2602.4846219424585
0.3,sp_hospital,B,real,converged,False,565.8785487135474
0.3,sp_hospital,B,real,converged,False,534.5331144811025
0.3,sp_hospital,B,real,converged,False,529.719719037657
0.3,sp_hospital,H,real,flatness_unavailable,False,320.10533982765253
0.3,sp_hospital,H,real,flatness_unavailable,False,412.00756506006553
0.3,sp_hospital,H,real,flatness_unavailable,False,402.81600761728373
0.3,sp_hospital,R,real,flatness_unavailable,False,454.58853538713225
0.3,sp_hospital,R,real,flatness_unavailable,False,401.26206156621726
0.3,sp_hospital,R,real,flatness_unavailable,False,319.6703782450679
0.3,sp_hospital,S1,real,flatness_unavailable,False,372.0472647735957
0.3,sp_hospital,S1,real,flatness_unavailable,False,363.1489360240194
0.3,sp_hospital,S1,real,flatness_unavailable,False,393.7064494147097
0.3,sp_hospital__pwt,B,surrogate,boundary_other,False,1348.9078834259417
0.3,sp_hospital__pwt,B,surrogate,boundary_other,False,1325.8011756618007
0.3,sp_hospital__pwt,B,surrogate,boundary_other,False,1350.555154098578
0.3,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,454.55043069314746
0.3,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,506.2776332466966
0.3,sp_hospital__pwt,H,surrogate,starts_disagree,True,nan
0.3,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,579.76057832531
0.3,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,542.8160894709343
0.3,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,462.376438467265
0.3,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,452.54078660252947
0.3,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,464.73451432214074
0.3,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,445.90091180855023
0.3,sp_workplace,B,real,boundary_other,False,1082.9019578259517
0.3,sp_workplace,B,real,boundary_other,False,1091.5832777850997
0.3,sp_workplace,B,real,boundary_other,False,1229.2344477855045
0.3,sp_workplace,H,real,boundary_homogeneous,False,827.0010083849838
0.3,sp_workplace,H,real,boundary_homogeneous,False,858.000285921357
0.3,sp_workplace,H,real,boundary_homogeneous,False,746.5303833549552
0.3,sp_workplace,R,real,boundary_other,False,1198.4830305235864
0.3,sp_workplace,R,real,boundary_other,False,1164.0845548369248
0.3,sp_workplace,R,real,boundary_other,False,1235.4536138752349
0.3,sp_workplace,S1,real,boundary_other,False,1143.8013114528048
0.3,sp_workplace,S1,real,boundary_other,False,1193.3120590938724
0.3,sp_workplace,S1,real,boundary_other,False,1145.1058036178274
0.3,sp_workplace__pwt,B,surrogate,converged,False,3177.028505919176
0.3,sp_workplace__pwt,B,surrogate,converged,False,3216.721904118104
0.3,sp_workplace__pwt,B,surrogate,boundary_other,False,3220.398869965229
0.3,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,1679.6805402812208
0.3,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,1709.4526897266805
0.3,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,1618.6370875952134
0.3,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,1986.8361719641448
0.3,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,1843.8560290933651
0.3,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,2053.444464654121
0.3,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,1910.467476678858
0.3,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,1920.6134109647332
0.3,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,1907.1986431569517
0.4,ad_memory_r1,B,ad_memory,converged,False,2445.8278838890183
0.4,ad_memory_r1,B,ad_memory,converged,False,2364.15978279677
0.4,ad_memory_r1,B,ad_memory,converged,False,2480.8620549962325
0.4,ad_memory_r1,H,ad_memory,flatness_unavailable,False,1297.2115339224542
0.4,ad_memory_r1,H,ad_memory,flatness_unavailable,False,1234.8234073331212
0.4,ad_memory_r1,H,ad_memory,flatness_unavailable,False,1313.848525945877
0.4,ad_memory_r1,R,ad_memory,flatness_unavailable,False,1289.406167914553
0.4,ad_memory_r1,R,ad_memory,flatness_unavailable,False,1362.8352387747725
0.4,ad_memory_r1,R,ad_memory,flatness_unavailable,False,1414.981289183683
0.4,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,1289.725144269144
0.4,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,1233.0908870021733
0.4,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,1283.834385800321
0.4,ad_memory_r2,B,ad_memory,boundary_other,False,2348.6051297391714
0.4,ad_memory_r2,B,ad_memory,converged,False,2373.7197206061987
0.4,ad_memory_r2,B,ad_memory,converged,False,2408.3542857565926
0.4,ad_memory_r2,H,ad_memory,flatness_unavailable,False,1306.659973512078
0.4,ad_memory_r2,H,ad_memory,flatness_unavailable,False,1246.748409743417
0.4,ad_memory_r2,H,ad_memory,flatness_unavailable,False,1278.6322570560937
0.4,ad_memory_r2,R,ad_memory,flatness_unavailable,False,1251.1281698371447
0.4,ad_memory_r2,R,ad_memory,flatness_unavailable,False,1243.4492926318453
0.4,ad_memory_r2,R,ad_memory,flatness_unavailable,False,1279.7773345707683
0.4,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,1242.0933023877099
0.4,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,1274.4809200016214
0.4,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,1253.03900087626
0.4,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,721.9844290716835
0.4,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,637.6230258921844
0.4,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,623.4071512218659
0.4,ad_memoryless_r1,H,ad_memoryless,starts_disagree,True,nan
0.4,ad_memoryless_r1,H,ad_memoryless,flatness_unavailable,False,533.3823222381869
0.4,ad_memoryless_r1,H,ad_memoryless,boundary_homogeneous,True,nan
0.4,ad_memoryless_r1,R,ad_memoryless,flatness_unavailable,False,940.3144882672118
0.4,ad_memoryless_r1,R,ad_memoryless,flatness_unavailable,False,908.9493683789037
0.4,ad_memoryless_r1,R,ad_memoryless,boundary_homogeneous,False,878.3075694239836
0.4,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,1155.995119570231
0.4,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,1147.0221004133923
0.4,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,1141.392103449533
0.4,ad_memoryless_r2,B,ad_memoryless,boundary_other,True,nan
0.4,ad_memoryless_r2,B,ad_memoryless,boundary_other,False,668.8248579400232
0.4,ad_memoryless_r2,B,ad_memoryless,weakly_identified,False,708.0235233944736
0.4,ad_memoryless_r2,H,ad_memoryless,flatness_unavailable,False,700.1060369050076
0.4,ad_memoryless_r2,H,ad_memoryless,starts_disagree,True,nan
0.4,ad_memoryless_r2,H,ad_memoryless,flatness_unavailable,False,685.3968689311633
0.4,ad_memoryless_r2,R,ad_memoryless,boundary_other,False,1161.0281379520545
0.4,ad_memoryless_r2,R,ad_memoryless,boundary_other,True,nan
0.4,ad_memoryless_r2,R,ad_memoryless,flatness_unavailable,False,867.5680071280857
0.4,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,1360.2360630365558
0.4,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,1386.8472359062935
